Id,Start,Name,Impact,Currency
1985931c-c16c-43cf-97f7-b50f2d012fa4,02/21/2020 08:30:00,HCOB Manufacturing PMI,HIGH,EUR
04c64762-f210-4194-8f9b-615381da3784,02/21/2020 09:00:00,HCOB Composite PMI,HIGH,EUR
fc67ca12-e4f6-4db6-8a46-b9173be88825,02/26/2020 13:30:00,ECB's President Lagarde speech,HIGH,EUR
ff446fb9-0925-429e-9513-6bcb1c8b4b34,02/27/2020 09:45:00,ECB's President Lagarde speech,HIGH,EUR
4ad075f4-1498-4bff-b093-70d5709813b9,02/27/2020 13:30:00,Gross Domestic Product Annualized,HIGH,USD
9d0e958a-fd61-4fae-8fc1-2f8be5b90094,02/27/2020 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
10cd72fe-3d8f-4e62-b8f1-6d7776d7cd62,02/28/2020 13:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
fe709024-e8ba-48bd-9f7e-b89c0d0b4400,03/02/2020 15:00:00,ISM Manufacturing PMI,HIGH,USD
c8245000-579c-481e-884d-b698ab7ea087,03/03/2020 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
f64b89e9-c125-402a-94ae-229a703c9047,03/03/2020 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
73b0a4a1-f2bd-45ee-ab71-541218ac57c2,03/03/2020 15:00:00,Fed Interest Rate Decision,HIGH,USD
3098f11e-9a10-455c-bdc7-5e5835d6642a,03/03/2020 16:00:00,FOMC Press Conference,HIGH,USD
57d35945-2573-468e-af8e-f9434ea465bf,03/04/2020 15:00:00,ISM Services PMI,HIGH,USD
8de9bb82-c07a-4509-86d4-39b8a6502d0b,03/06/2020 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
5db70ce0-a3cc-49d7-952c-926f05979d4d,03/06/2020 13:30:00,Nonfarm Payrolls,HIGH,USD
306c4da0-0eef-44ae-90cf-daeba99b65e4,03/10/2020 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
cb507e2a-2bd3-4b8d-9eb0-64884d184da6,03/10/2020 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
68dfb772-a555-4a40-bd48-ba162085e522,03/11/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
9733735a-7b73-41d1-97bb-f8eab237c7d4,03/11/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
d7dea3b3-0aa8-434b-960c-87a5d3795160,03/12/2020 12:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
3b076250-e8cb-4e9a-b6c6-0e3f7d13aa35,03/12/2020 12:45:00,ECB Rate On Deposit Facility,HIGH,EUR
d3d8cf36-edcf-4b3d-b6e3-3434ae79e569,03/12/2020 13:30:00,ECB Press Conference,HIGH,EUR
46d6399f-22cc-4367-b827-a668c084f75c,03/13/2020 07:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
c3d37bbf-655e-4ed1-bdca-f97842d38b79,03/15/2020 21:00:00,Fed Interest Rate Decision,HIGH,USD
2754324f-2a1c-4a47-af18-52a9513a9f82,03/15/2020 21:00:00,Fed Monetary Policy Statement,HIGH,USD
6e40ae90-e5b9-4080-a2b3-06822d741f97,03/15/2020 22:30:00,Fed's Chair Powell speech,HIGH,USD
dc53510c-88a6-4a74-a4c8-5ffac6f3c64f,03/17/2020 10:00:00,ZEW Survey – Economic Sentiment,HIGH,EUR
b9eaf040-acf8-49ca-aea3-e7085dab0285,03/19/2020 12:30:00,Initial Jobless Claims,HIGH,USD
e2792551-7cb2-4ffb-b5f4-cb5467fc0f69,03/24/2020 08:30:00,HCOB Composite PMI,HIGH,EUR
d6f7ba4f-33c4-43db-99d8-c7170f8c4193,03/24/2020 08:30:00,HCOB Manufacturing PMI,HIGH,EUR
3df47645-1cf5-4878-bb6f-80ba072e4aa7,03/24/2020 09:00:00,HCOB Composite PMI,HIGH,EUR
49187c7d-aacd-480e-954b-2e133f732177,03/24/2020 13:45:00,S&P Global Composite PMI,HIGH,USD
4287fec2-6055-4da1-8f61-63d0aa56b96d,03/24/2020 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
d6dec984-2528-4ba1-9a69-06cd9dac283c,03/24/2020 13:45:00,S&P Global Services PMI,HIGH,USD
97e07277-cc62-476e-be62-823ff89a50ea,03/25/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
0d745b51-d557-4f59-a2c8-ad41d30f7c21,03/26/2020 11:05:00,Fed's Chair Powell speech,HIGH,USD
f6519037-6b15-491d-b2f2-aa2600035628,03/26/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
51c85f17-cd7c-4a09-9803-67b9bb56980a,03/26/2020 12:30:00,Initial Jobless Claims,HIGH,USD
ebf3ad2d-27f0-4e9d-8669-75f55309d125,03/30/2020 12:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
3c94059f-986c-43b6-b1e9-31dd0aa29e4e,03/31/2020 07:55:00,Unemployment Change,HIGH,EUR
afab264b-7330-48ea-8493-678e835e7810,03/31/2020 07:55:00,Unemployment Rate s.a.,HIGH,EUR
0c28395a-67ef-4e0d-903c-7d929f772202,03/31/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
574c5964-1827-4851-ac40-528d93f63e84,03/31/2020 09:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
b7150ebb-6666-49a1-9dec-7face875184b,04/01/2020 12:15:00,ADP Employment Change,HIGH,USD
a87060d7-9c83-4f1b-afc2-8fde7f428100,04/01/2020 14:00:00,ISM Manufacturing PMI,HIGH,USD
4ac84ae7-ab2b-45e5-bf01-bd2e78a5e15c,04/02/2020 12:30:00,Initial Jobless Claims,HIGH,USD
93f61fed-19ae-4459-88d8-cf9a615ef099,04/03/2020 12:30:00,Average Hourly Earnings (YoY),HIGH,USD
a51b50b0-401a-4264-ac03-94abb9c09dc3,04/03/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
8ee11977-da92-4d06-a5c5-e77512d66583,04/03/2020 14:00:00,ISM Services Employment Index,HIGH,USD
9e5a113d-9f75-46f4-a32a-12d2ed60b593,04/03/2020 14:00:00,ISM Services PMI,HIGH,USD
3827d753-f31e-43f5-87f3-ae2cc52abcb4,04/08/2020 18:00:00,FOMC Minutes,HIGH,USD
f0550571-38c1-42b6-8673-1fcefe059743,04/09/2020 11:30:00,ECB Monetary Policy Meeting Accounts,HIGH,EUR
7afddc01-73e8-40a1-8fbf-691e9f8eeeb1,04/09/2020 12:30:00,Initial Jobless Claims,HIGH,USD
81e0c44f-4c1f-4adf-9a9a-4d6405849972,04/09/2020 14:00:00,Fed's Chair Powell speech,HIGH,USD
c2fb278a-8749-4358-bf43-274346427bbc,04/10/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
4c88be4d-3676-45e0-9d71-6607f8567ca1,04/10/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
02cbb675-a395-4a23-af0f-a29b95b9c74c,04/16/2020 06:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
ed829115-d57c-4254-96b9-66c59424d50a,04/16/2020 12:30:00,Initial Jobless Claims,HIGH,USD
a72538f6-58e5-4bc4-a2ae-5f5682f26fe2,04/21/2020 09:00:00,ZEW Survey – Economic Sentiment,HIGH,EUR
2951ee45-32bd-452a-8b93-7e41d9ab59b2,04/23/2020 07:30:00,HCOB Composite PMI,HIGH,EUR
f104990e-d881-4b4f-95c4-fed3f8082c10,04/23/2020 07:30:00,HCOB Manufacturing PMI,HIGH,EUR
3811d181-0a6d-44ba-a104-a3554b86c9ce,04/23/2020 08:00:00,HCOB Composite PMI,HIGH,EUR
32b773a7-8fae-4f13-90b1-645d337b5921,04/23/2020 12:30:00,Initial Jobless Claims,HIGH,USD
661a1154-ea0d-4f71-b523-5081c9d9454a,04/24/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
338f0b5b-0919-4736-add9-dd10b1422fcd,04/28/2020 08:00:00,ECB Bank Lending Survey,HIGH,EUR
11a4b1e4-2048-43a4-aa1b-51b58b725b58,04/29/2020 12:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
a8e01b9a-e156-4556-925d-50b55ace3037,04/29/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
05058e77-e5f5-4a5f-88be-ec6e8ff59f03,04/29/2020 18:00:00,Fed Interest Rate Decision,HIGH,USD
d4d5364c-2820-4411-a320-2b2d520ad10e,04/29/2020 18:30:00,FOMC Press Conference,HIGH,USD
952bf48e-6bdc-42ad-81f4-882c36416ec3,04/30/2020 07:55:00,Unemployment Change,HIGH,EUR
2df42b58-64d6-45e4-b8de-baade5f3b508,04/30/2020 07:55:00,Unemployment Rate s.a.,HIGH,EUR
45f335b9-2001-4cb1-a901-891b8bc65d36,04/30/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
87d84b9d-f5cc-45ea-b73b-14da81e5369f,04/30/2020 09:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
1d548e7b-d2eb-4813-9a51-3a65f0eb21de,04/30/2020 09:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
4b14b139-63ae-448c-8ba0-8f6ef935289c,04/30/2020 09:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
7a489092-cd12-48b5-a6b3-eb2a44952738,04/30/2020 09:00:00,Unemployment Rate,HIGH,EUR
0e9ff65e-4e87-4651-9976-a690b8ba139f,04/30/2020 11:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
d3043642-fd21-4251-823d-e8c6152d62a7,04/30/2020 11:45:00,ECB Rate On Deposit Facility,HIGH,EUR
afade3ed-18ac-46ae-8ced-67e2c644417e,04/30/2020 12:30:00,ECB Press Conference,HIGH,EUR
13bde909-2a38-4a9e-beaf-05f26d249411,04/30/2020 12:30:00,Initial Jobless Claims,HIGH,USD
97a0222f-5312-4ca3-b196-b424afe8f6de,05/01/2020 14:00:00,ISM Manufacturing PMI,HIGH,USD
52333eca-9753-4c35-8add-55388065542c,05/05/2020 14:00:00,ISM Services Employment Index,HIGH,USD
8dca8d61-33d4-4b6a-9a0f-776e0df6d926,05/05/2020 14:00:00,ISM Services PMI,HIGH,USD
6ac0681c-4732-4ab8-b4cc-c6920891e0bf,05/06/2020 12:15:00,ADP Employment Change,HIGH,USD
0d33686b-59cc-4eaa-9b37-43668c1a81b9,05/07/2020 12:30:00,Initial Jobless Claims,HIGH,USD
9b9d1d64-2def-48e8-9c9d-04b1746e636e,05/08/2020 11:00:00,ECB's President Lagarde speech,HIGH,EUR
cb097a3e-6e4a-4bc0-9404-e672eb037b2b,05/08/2020 12:30:00,Average Hourly Earnings (YoY),HIGH,USD
37098859-b307-4ff2-9315-08d499b52215,05/08/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
504a85b1-2be4-4107-9f30-20b4c4b03910,05/12/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
9c264072-1579-4e69-b7e3-c4eea105ea2c,05/12/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
ea810d46-4b5d-472b-a102-9dc71a580319,05/13/2020 13:00:00,Fed's Chair Powell speech,HIGH,USD
afd31127-4bc0-4a23-92e7-5f0085f8f6dd,05/14/2020 06:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
81a7ed13-be2e-4234-aef4-37b5b6b842a4,05/14/2020 12:30:00,Initial Jobless Claims,HIGH,USD
8baa0867-9a75-4bec-82eb-0dee84ce5748,05/15/2020 08:00:11,Gross Domestic Product (QoQ),HIGH,EUR
1f87e505-4b22-4585-9b55-2745cadedfb2,05/15/2020 09:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
06e06c8a-88c2-472d-8a62-0ac842698a34,05/15/2020 09:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
2c1f4553-a962-4185-bf5d-f1353ff1bf3d,05/19/2020 09:00:00,ZEW Survey – Economic Sentiment,HIGH,EUR
be17a58c-3bd7-4a4d-b84b-2cf325cf835d,05/19/2020 14:00:00,Fed's Chair Powell testifies,HIGH,USD
1d94c468-0f4e-49d3-92d2-ff6b01c7072f,05/20/2020 18:00:00,FOMC Minutes,HIGH,USD
9f84c508-2b9f-4b08-b9f0-e93107253e20,05/21/2020 07:30:00,HCOB Composite PMI,HIGH,EUR
509a71ce-5103-4ab6-bb5f-cbd2cdffb270,05/21/2020 07:30:00,HCOB Manufacturing PMI,HIGH,EUR
26434d49-d60d-4525-a3eb-debffb5ff2f9,05/21/2020 08:00:00,HCOB Composite PMI,HIGH,EUR
91daa632-2648-4df3-8c63-cb9ed2856323,05/21/2020 12:30:00,Initial Jobless Claims,HIGH,USD
e8392c03-3429-4174-88a6-3f37b5ede515,05/21/2020 18:30:00,Fed's Chair Powell speech,HIGH,USD
7c893988-70f0-487d-8ddd-73b626613661,05/22/2020 11:30:00,ECB Monetary Policy Meeting Accounts,HIGH,EUR
267ca4b4-3266-4f07-ae7c-152580f7b9db,05/27/2020 07:30:00,ECB's President Lagarde speech,HIGH,EUR
b2478c62-9e40-4bb9-9c8b-ad6960653c7c,05/28/2020 12:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
d965241e-8e8b-4214-98e5-b997eba1114c,05/28/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
5d58414a-2ef4-4c54-a0a8-a506e32bb6e4,05/28/2020 12:30:00,Initial Jobless Claims,HIGH,USD
17f962f7-fcc9-4e30-8416-dbd961cde56d,05/28/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
997dcb22-b3cb-4715-bc2f-b5f03dc5433c,05/29/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
f486d6c7-eeda-4199-b330-6a8f76f427a7,05/29/2020 09:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
4bbbc76b-dc7b-466d-bd6c-f892d3285d71,05/29/2020 15:00:00,Fed's Chair Powell speech,HIGH,USD
56c02e01-39d7-47b6-921c-70a7ffdac7d0,06/01/2020 14:00:00,ISM Manufacturing PMI,HIGH,USD
b9a83b7e-06c7-4ccc-aac7-f391fca89914,06/03/2020 07:55:00,Unemployment Change,HIGH,EUR
08cb78dc-df1f-4d26-a0a9-378637192ec5,06/03/2020 07:55:00,Unemployment Rate s.a.,HIGH,EUR
6a05c1e1-d621-488e-95ad-0f3204fef0be,06/03/2020 09:00:00,Unemployment Rate,HIGH,EUR
40874929-78fb-4dec-b158-f9053477bbaf,06/03/2020 12:15:00,ADP Employment Change,HIGH,USD
bfc52eea-6c69-4c8a-8a5e-ee84d021b190,06/03/2020 14:00:00,ISM Services Employment Index,HIGH,USD
d2d1dd96-11ba-457a-bc12-4134e1e5c336,06/03/2020 14:00:00,ISM Services PMI,HIGH,USD
e37cc5e5-4c6d-4f68-8185-579b11bb0a1c,06/04/2020 11:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
136b76fd-29d7-4b4c-8901-3209534504ea,06/04/2020 11:45:00,ECB Rate On Deposit Facility,HIGH,EUR
38631928-db94-43f3-af6c-3719a872b4c9,06/04/2020 12:30:00,ECB Press Conference,HIGH,EUR
2793202f-7cdf-4d29-b2c5-15712e85e85b,06/04/2020 12:30:00,Initial Jobless Claims,HIGH,USD
600ef7fe-6c3a-46e1-bef0-8728c6a57e3f,06/05/2020 12:30:00,Average Hourly Earnings (YoY),HIGH,USD
8a5e602b-4fc9-484b-bb86-496094ba7ae4,06/05/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
48e93673-899d-47d8-85e5-7c69d6bd43de,06/08/2020 13:45:00,ECB's President Lagarde speech,HIGH,EUR
24a63d34-02be-4918-b3ac-a293add39cbc,06/08/2020 15:45:00,ECB's President Lagarde speech,HIGH,EUR
a20281d9-e2d5-4829-b425-709157154cd9,06/09/2020 09:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
5e802f6c-d078-4ab2-930d-ff8e7fb0c371,06/09/2020 09:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
2e58750f-6052-4c98-afbb-7a2d7144ff9c,06/10/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
40458d2e-3184-4134-9c0f-2314b195035e,06/10/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
67f0c2d4-e0c0-44d8-aa0d-ec6c89fce5a1,06/10/2020 18:00:00,Fed Interest Rate Decision,HIGH,USD
2ae2b206-d900-4def-8532-4588535a64ef,06/10/2020 18:00:00,Fed Monetary Policy Statement,HIGH,USD
ca1414ef-f49d-4bfe-a184-0ba53467bceb,06/10/2020 18:00:00,FOMC Economic Projections,HIGH,USD
740d5291-0370-48e6-b480-64eb25a85d16,06/10/2020 18:00:00,Interest Rate Projections - 1st year,HIGH,USD
e9a1ef42-0df8-4170-85a8-dd900cf9d5a0,06/10/2020 18:00:00,Interest Rate Projections - 2nd year,HIGH,USD
2ae2f012-5729-4229-9db4-c184cf19425a,06/10/2020 18:00:00,Interest Rate Projections - Current,HIGH,USD
3429e279-1895-4871-853f-011c7e378f28,06/10/2020 18:00:00,Interest Rate Projections - Longer,HIGH,USD
ecdc6b6b-291d-43c0-8785-df298ff9a6f3,06/10/2020 18:30:00,FOMC Press Conference,HIGH,USD
71467750-c33a-40bb-ac24-5fa311063483,06/11/2020 12:30:00,Initial Jobless Claims,HIGH,USD
9748faf5-1344-47ba-b179-1a407f3305fb,06/16/2020 06:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
39009a76-ffe8-40df-82d7-351dc88fe632,06/16/2020 09:00:00,ZEW Survey – Economic Sentiment,HIGH,EUR
c003f1e6-3ab4-4298-9d55-a8f8fcbb66ad,06/16/2020 14:00:00,Fed's Chair Powell testifies,HIGH,USD
7fdd5ac2-0c88-41b6-ac04-3a0f1b484463,06/17/2020 16:00:00,Fed's Chair Powell testifies,HIGH,USD
135abe2e-b8d1-48c1-8b28-423ed19cdab6,06/18/2020 12:30:00,Initial Jobless Claims,HIGH,USD
ae32547b-341a-4c44-908f-4fd1086f2f61,06/19/2020 17:00:00,Fed's Chair Powell speech,HIGH,USD
878796e5-89e3-4a68-b407-0479b80ec86f,06/23/2020 07:30:00,HCOB Composite PMI,HIGH,EUR
9fe070b3-3c53-426a-8823-46c8f68fa570,06/23/2020 07:30:00,HCOB Manufacturing PMI,HIGH,EUR
5f6eaa80-cdf5-40df-8e2d-517687a8a815,06/23/2020 08:00:00,HCOB Composite PMI,HIGH,EUR
def89717-4e3d-45fa-8e12-141307f55071,06/25/2020 11:30:00,ECB Monetary Policy Meeting Accounts,HIGH,EUR
eb664164-15b3-45aa-a79f-3ad358016438,06/25/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
bd76531f-e27f-4699-9b6b-eefeed6e38c3,06/25/2020 12:30:00,Initial Jobless Claims,HIGH,USD
30a29799-5636-41d1-93cd-188c7a0d4876,06/25/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
38c52873-2fea-4c49-a84f-054dd3fbe29e,06/25/2020 20:30:00,Bank Stress Test Results,HIGH,USD
751f982b-88db-4122-8820-f4b81973986e,06/26/2020 07:00:00,ECB's President Lagarde speech,HIGH,EUR
086b4baf-1cec-4e08-9a53-fcc51b8f6184,06/29/2020 12:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
8e046653-d8f5-429f-a616-ba4475461d29,06/30/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
5c4f20fd-c57a-4154-8e22-8a0802ee59f2,06/30/2020 09:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
2c1cd0a5-0b8d-45b6-b573-acd075ba7384,06/30/2020 16:30:00,Fed's Chair Powell testifies,HIGH,USD
31aa87a1-d254-4037-a81e-e9dc84e48b01,07/01/2020 07:55:00,Unemployment Change,HIGH,EUR
13825651-0867-4feb-9e32-ace3bdc40efe,07/01/2020 07:55:00,Unemployment Rate s.a.,HIGH,EUR
fb27322f-19c2-40a2-8597-0745f9412c6e,07/01/2020 12:15:00,ADP Employment Change,HIGH,USD
0196d3b0-141e-49d5-8973-fc47ca349e26,07/01/2020 14:00:00,ISM Manufacturing PMI,HIGH,USD
8ef648e7-b5d1-496c-ba18-a07500e35df6,07/01/2020 18:00:00,FOMC Minutes,HIGH,USD
286ce853-a770-46df-bd6e-3f630854b5d6,07/02/2020 12:30:00,Average Hourly Earnings (YoY),HIGH,USD
a3c9becb-f5ff-4650-bc5a-d1bcf8bd95de,07/02/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
8f5f5604-cf84-48f5-b96b-72a800792a0c,07/04/2020 10:40:00,ECB's President Lagarde speech,HIGH,EUR
67c1c090-8e0b-4e22-9677-33d24fbebb84,07/06/2020 14:00:00,ISM Services PMI,HIGH,USD
a48e8aa1-5d04-43f2-9aa4-0b933c25c549,07/14/2020 06:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
